sex,module,cor_ME_RA,direction,consistent,gene,logFC,DEG_FDR,kME
Female,yellow,0.556,up in RA,TRUE,CCPG1,0.470017878308476,2.49257864673363e-07,0.893
Female,yellow,0.556,up in RA,TRUE,CD36,0.235838814850417,0.0110252940668187,0.338
Female,yellow,0.556,up in RA,TRUE,CD46,0.228535719476097,3.72121950529195e-06,0.9
Female,yellow,0.556,up in RA,TRUE,CD58,0.385834524233233,1.1529004488626e-08,0.803
Female,yellow,0.556,up in RA,TRUE,CD59,0.261207452701048,7.94715015336586e-05,0.502
Female,yellow,0.556,up in RA,TRUE,CD86,0.255070399742302,2.78914190109761e-05,0.374
Female,yellow,0.556,up in RA,TRUE,CDC5L,0.103159016399533,0.00107872189432335,0.487
Female,yellow,0.556,up in RA,TRUE,CDK5R1,0.580682866239536,1.8583568426176e-07,0.637
Female,yellow,0.556,up in RA,TRUE,CDKN2B,0.37994920005524,2.32757583048935e-06,0.461
Female,yellow,0.556,up in RA,TRUE,CENPW,0.274354611330096,6.77394252888801e-05,0.43
Female,yellow,0.556,up in RA,TRUE,CEP97,0.372851452861819,4.61240014825858e-06,0.516
Female,yellow,0.556,up in RA,TRUE,CHD1,0.151354591376755,6.63306040742643e-06,0.677
Female,yellow,0.556,up in RA,TRUE,CHMP1B,0.192135046899186,1.47864479166058e-06,0.784
Female,yellow,0.556,up in RA,TRUE,CHMP2B,0.224638497037297,1.1126433231509e-05,0.676
Female,yellow,0.556,up in RA,TRUE,CHMP5,0.620770682342747,2.28616979952991e-10,0.831
Female,yellow,0.556,up in RA,TRUE,CHUK,0.409783383004685,1.16402443025146e-08,0.917
Female,yellow,0.556,up in RA,TRUE,CISD2,0.324510684975342,0.00217254190666396,0.326
Female,yellow,0.556,up in RA,TRUE,CKLF,0.3725964357546,1.93051069672848e-08,0.751
Female,yellow,0.556,up in RA,TRUE,CLCN4,0.231997487657962,0.0349484243440973,0.4
Female,yellow,0.556,up in RA,TRUE,CLEC12A,0.549550236724466,0.00147284937352048,0.362
Female,yellow,0.556,up in RA,TRUE,CLEC12B,0.519374020921666,0.00448904618856287,0.374
Female,yellow,0.556,up in RA,TRUE,CLEC4A,0.246568743271279,2.47929639032702e-06,0.703
Female,yellow,0.556,up in RA,TRUE,CLEC4D,1.16915360855525,5.13609812399248e-11,0.807
Female,yellow,0.556,up in RA,TRUE,CLEC7A,0.104679474834195,0.00243119131914604,0.581
Female,yellow,0.556,up in RA,TRUE,CLIC2,0.228269983159917,0.00317963294813555,0.406
Female,yellow,0.556,up in RA,TRUE,CLIP1,0.124067627732746,0.001254712331848,0.582
Female,yellow,0.556,up in RA,TRUE,CLK4,0.454705024286966,2.4906081271886e-07,0.842
Female,yellow,0.556,up in RA,TRUE,CLPX,0.105766350112324,0.00627666264612013,0.474
Female,yellow,0.556,up in RA,TRUE,CMTM4,0.217987607904901,0.000427726262439569,0.387
Female,yellow,0.556,up in RA,TRUE,CNIH4,0.555717366917,2.01034975033954e-09,0.803
Female,yellow,0.556,up in RA,TRUE,COMMD2,0.314143830413589,6.46033676557285e-08,0.771
Female,yellow,0.556,up in RA,TRUE,COQ10B,0.195171705764921,4.28366201855624e-07,0.835
Female,yellow,0.556,up in RA,TRUE,COQ2,0.444874222427922,3.23688305062182e-10,0.667
Female,yellow,0.556,up in RA,TRUE,CPD,0.282527473511455,4.98003237314559e-05,0.774
Female,yellow,0.556,up in RA,TRUE,CPEB2,0.602656289332605,1.43340283254932e-09,0.918
Female,yellow,0.556,up in RA,TRUE,CPEB3,0.125330106641113,0.00905749878863529,0.392
Female,yellow,0.556,up in RA,TRUE,CPEB4,0.383961949417061,4.03228730859606e-08,0.939
Female,yellow,0.556,up in RA,TRUE,CPNE8,0.57395219048001,1.08137298469797e-09,0.803
Female,yellow,0.556,up in RA,TRUE,CRADD,0.17986664669352,8.48785483491811e-05,0.57
Female,yellow,0.556,up in RA,TRUE,CREB1,0.12780354858931,0.000449539476730963,0.8
Female,yellow,0.556,up in RA,TRUE,CREG1,0.26258017256177,4.07678593483996e-05,0.398
Female,yellow,0.556,up in RA,TRUE,CRIPT,0.127157232094646,0.0428573814284458,0.449
Female,yellow,0.556,up in RA,TRUE,CSGALNACT1,0.255150893176838,0.00679183537008188,0.603
Female,yellow,0.556,up in RA,TRUE,CSGALNACT2,0.457120210221541,2.56244685262443e-11,0.893
Female,yellow,0.556,up in RA,TRUE,CTNNAL1,0.475144056921484,0.00457427356635058,0.307
Female,yellow,0.556,up in RA,TRUE,CTTNBP2NL,0.149978593319994,0.043942854165973,0.312
Female,yellow,0.556,up in RA,TRUE,CUL4B,0.150544371100092,6.68451739035067e-06,0.686
Female,yellow,0.556,up in RA,TRUE,CUTC,0.199294068590814,2.67773426836485e-05,0.574
Female,yellow,0.556,up in RA,TRUE,CXCL6,0.224837894420646,0.0258473443038799,0.594
Female,yellow,0.556,up in RA,TRUE,CXorf23,0.567256333069783,4.58714777698376e-10,0.884
Female,yellow,0.556,up in RA,TRUE,CYB5R4,0.29137769318797,2.16116423360518e-07,0.828
Female,yellow,0.556,up in RA,TRUE,CYP1B1,0.243180193640909,0.0200675884357143,0.493
Female,yellow,0.556,up in RA,TRUE,DACH1,0.275343181584308,0.00846281860684444,0.51
Female,yellow,0.556,up in RA,TRUE,DCBLD2,0.29379579690646,0.000222927674922625,0.596
Female,yellow,0.556,up in RA,TRUE,DCP2,0.282787219578308,1.10397450924681e-08,0.881
Female,yellow,0.556,up in RA,TRUE,DCTN4,0.140628532490451,9.6360110819338e-06,0.794
Female,yellow,0.556,up in RA,TRUE,DCUN1D1,0.271488540788017,2.2870259322747e-06,0.777
Female,yellow,0.556,up in RA,TRUE,DEGS1,0.129658362701896,0.00115087607241177,0.658
Female,yellow,0.556,up in RA,TRUE,DERA,0.142326972379032,6.80647504397521e-05,0.492
Female,yellow,0.556,up in RA,TRUE,DHX40,0.149728445533277,0.000212857958714391,0.563
Female,yellow,0.556,up in RA,TRUE,DMXL2,0.300425492151889,2.32009682144589e-07,0.844
Female,yellow,0.556,up in RA,TRUE,DOCK4,0.505214740127052,0.000553302006522907,0.671
Female,yellow,0.556,up in RA,TRUE,DPH3,0.358186525667103,2.32720097556952e-08,0.775
Female,yellow,0.556,up in RA,TRUE,DPY19L3,0.365891377181136,1.83700201274039e-07,0.689
Female,yellow,0.556,up in RA,TRUE,DRAM1,0.326921589332759,3.26089404336853e-06,0.62
Female,yellow,0.556,up in RA,TRUE,DSC2,0.389786914575782,0.0021433078372585,0.626
Female,yellow,0.556,up in RA,TRUE,DSE,0.231088241389572,0.00156771934741781,0.749
Female,yellow,0.556,up in RA,TRUE,DUSP11,0.180256912647889,3.51698636430573e-08,0.768
Female,yellow,0.556,up in RA,TRUE,DYNLT1,0.201367178295683,3.73628176314451e-05,0.534
Female,yellow,0.556,up in RA,TRUE,EAPP,0.235742230716528,2.25196208828253e-08,0.626
Female,yellow,0.556,up in RA,TRUE,EDEM3,0.263164291992349,9.38945930802599e-05,0.782
Female,yellow,0.556,up in RA,TRUE,EGLN1,0.169794314477205,0.00020025683068194,0.816
Female,yellow,0.556,up in RA,TRUE,EIF4E3,0.143284888203392,0.00158348953589266,0.545
Female,yellow,0.556,up in RA,TRUE,ELMOD2,0.458137687938317,2.40771138647097e-09,0.874
Female,yellow,0.556,up in RA,TRUE,ELOVL5,0.100679389923309,0.00111591728091611,0.808
Female,yellow,0.556,up in RA,TRUE,ENTPD1,0.322913392736782,2.32009682144589e-07,0.695
Female,yellow,0.556,up in RA,TRUE,ERGIC2,0.262198908824406,5.61397212867074e-06,0.777
Female,yellow,0.556,up in RA,TRUE,EXOC6,0.456920792677308,3.87337300388952e-10,0.881
Female,yellow,0.556,up in RA,TRUE,EXOC8,0.425775470810312,1.2122422839904e-08,0.933
Female,yellow,0.556,up in RA,TRUE,FAM105A,0.344926091186186,6.70626027024041e-08,0.8
Female,yellow,0.556,up in RA,TRUE,FAM160B1,0.410312862591448,1.44754820124831e-09,0.923
Female,yellow,0.556,up in RA,TRUE,FAM174A,0.24521152359167,0.00170946852276829,0.701
Female,yellow,0.556,up in RA,TRUE,FAM198B,0.465457649228115,1.24174607997379e-08,0.647
Female,yellow,0.556,up in RA,TRUE,FAM199X,0.145295938181954,0.000592523822264735,0.646
Female,yellow,0.556,up in RA,TRUE,FAM19A2,0.363017819683321,0.0014622802393509,0.424
Female,yellow,0.556,up in RA,TRUE,FAM200B,0.165750158776852,5.82942288627114e-05,0.549
Female,yellow,0.556,up in RA,TRUE,FAM26F,0.349208804605749,0.00879457914904715,0.306
Female,yellow,0.556,up in RA,TRUE,FAM45A,0.187643451623811,0.00138003117870289,0.545
Female,yellow,0.556,up in RA,TRUE,FAM49B,0.141242069052812,1.82509119438117e-06,0.819
Female,yellow,0.556,up in RA,TRUE,FAM8A1,0.31677444303797,5.84226115546471e-08,0.857
Female,yellow,0.556,up in RA,TRUE,FAM91A1,0.352218879045973,2.12224613338224e-09,0.912
Female,yellow,0.556,up in RA,TRUE,FAR1,0.411638068518395,1.86004621536445e-09,0.951
Female,yellow,0.556,up in RA,TRUE,FAS,0.563761947549874,1.22771255465792e-08,0.871
Female,yellow,0.556,up in RA,TRUE,FBXL4,0.255426970295767,5.72077185728103e-07,0.571
Female,yellow,0.556,up in RA,TRUE,FBXL5,0.128170508544016,2.15722682480309e-05,0.838
Female,yellow,0.556,up in RA,TRUE,FBXO30,0.389547755446243,1.7830615089072e-08,0.849
Female,yellow,0.556,up in RA,TRUE,FBXO34,0.125828232557149,0.00168508671075743,0.489
Female,yellow,0.556,up in RA,TRUE,FBXO38,0.172576425960438,0.000783906331838012,0.6
Female,yellow,0.556,up in RA,TRUE,FCGR2B,0.330401499542814,0.000638138629818123,0.341
Female,yellow,0.556,up in RA,TRUE,FCHO2,0.548771715870587,1.03314412979326e-07,0.91
Female,yellow,0.556,up in RA,TRUE,FEM1C,0.348244544395201,3.36835029173206e-09,0.73
Female,yellow,0.556,up in RA,TRUE,FGL2,0.21025396766455,4.85749116967767e-06,0.764
Female,yellow,0.556,up in RA,TRUE,FMNL2,0.47731371710301,6.41019493976717e-06,0.451
Female,yellow,0.556,up in RA,TRUE,FMO5,0.211756249369576,0.000377049175935889,0.479
Female,yellow,0.556,up in RA,TRUE,FMR1,0.324393379313384,7.32614155987734e-08,0.891
Female,yellow,0.556,up in RA,TRUE,FNDC3A,0.319470035272861,1.95270523608189e-07,0.844
Female,yellow,0.556,up in RA,TRUE,FPGT,0.580415900454852,7.38835163388317e-09,0.837
Female,yellow,0.556,up in RA,TRUE,FRMD4B,0.342926052432196,8.84742828400368e-07,0.568
Female,yellow,0.556,up in RA,TRUE,FUT4,0.215390331905681,0.000102136382274208,0.414
Female,yellow,0.556,up in RA,TRUE,GAB1,0.446500619084009,1.14094536538843e-06,0.807
Female,yellow,0.556,up in RA,TRUE,GALC,0.252225513061362,1.60794780289289e-06,0.801
Female,yellow,0.556,up in RA,TRUE,GALNT3,0.435785572483992,9.43318403021294e-09,0.866
Female,yellow,0.556,up in RA,TRUE,GALNT7,0.346132109008167,2.76305518279653e-08,0.92
Female,yellow,0.556,up in RA,TRUE,GAPT,0.195211859212081,0.00908621213651294,0.358
Female,yellow,0.556,up in RA,TRUE,GCA,0.186083336552614,9.47372768025711e-07,0.812
Female,yellow,0.556,up in RA,TRUE,GDAP2,0.166720110748717,0.00354252992658438,0.633
Female,yellow,0.556,up in RA,TRUE,GK,0.212986133674502,0.00308010473385993,0.739
Female,yellow,0.556,up in RA,TRUE,GMCL1,0.278197219138073,5.27096073400228e-07,0.824
Female,yellow,0.556,up in RA,TRUE,GMFB,0.402868262891169,8.22088200254364e-09,0.843
Female,yellow,0.556,up in RA,TRUE,GMFG,0.23350019446662,1.10176317819722e-05,0.689
Female,yellow,0.556,up in RA,TRUE,GNB4,0.245131648548794,9.74983403263086e-06,0.725
Female,yellow,0.556,up in RA,TRUE,GPD2,0.291973737199555,1.3220029615258e-07,0.449
Female,yellow,0.556,up in RA,TRUE,GPR160,0.475026976192027,2.60852150621431e-08,0.735
Female,yellow,0.556,up in RA,TRUE,GPR34,0.503169961032924,3.37977305796485e-05,0.639
Female,yellow,0.556,up in RA,TRUE,GPR65,0.48484121806883,4.74638369727768e-08,0.816
Female,yellow,0.556,up in RA,TRUE,GPSM2,0.129334763646084,0.0232694723417659,0.406
Female,yellow,0.556,up in RA,TRUE,GRAMD1C,0.530766066748865,8.72074617294618e-05,0.739
Female,yellow,0.556,up in RA,TRUE,GTF2B,0.218918449593514,1.33635140951283e-06,0.54
Female,yellow,0.556,up in RA,TRUE,HBP1,0.137625027173587,1.93710204270004e-05,0.68
Female,yellow,0.556,up in RA,TRUE,HDGFRP3,0.30067825103493,0.00010423861368394,0.686
Female,yellow,0.556,up in RA,TRUE,HEATR5A,0.384191307051928,7.58795982242542e-07,0.83
Female,yellow,0.556,up in RA,TRUE,HECW2,0.745838836890687,3.33979622225413e-08,0.695
Female,yellow,0.556,up in RA,TRUE,HHEX,0.126982896397939,0.0016447897706149,0.64
Female,yellow,0.556,up in RA,TRUE,HIF1A,0.135377720963155,2.22824429705381e-05,0.724
Female,yellow,0.556,up in RA,TRUE,HIGD1A,0.20309856089838,0.000290772471903129,0.491
Female,yellow,0.556,up in RA,TRUE,HIST1H2AK,0.204225350426792,0.0047630471694805,0.569
Female,yellow,0.556,up in RA,TRUE,HIVEP1,0.137390879527697,0.0333293338489702,0.521
Female,yellow,0.556,up in RA,TRUE,HMGB2,0.673800937190015,2.69459181006284e-12,0.862
Female,yellow,0.556,up in RA,TRUE,HMGCR,0.230274403592365,5.25773740797123e-05,0.765
Female,yellow,0.556,up in RA,TRUE,HNMT,0.628097709735001,2.12185700236559e-08,0.531
Female,yellow,0.556,up in RA,TRUE,HOOK3,0.10093966101967,0.00353217976865286,0.572
Female,yellow,0.556,up in RA,TRUE,HORMAD1,0.380472254159809,2.50822486763716e-06,0.747
Female,yellow,0.556,up in RA,TRUE,HSD17B11,0.161213926579957,3.52862093027535e-07,0.8
Female,yellow,0.556,up in RA,TRUE,HSDL2,0.275420650879676,0.000687560239676892,0.746
Female,yellow,0.556,up in RA,TRUE,HTR7P1,0.208238164387653,0.000738617483996157,0.563
Female,yellow,0.556,up in RA,TRUE,IDI1,0.353086048226048,9.67067148523128e-07,0.857
Female,yellow,0.556,up in RA,TRUE,IFNGR1,0.260687240223173,1.83615059471285e-07,0.893
Female,yellow,0.556,up in RA,TRUE,IFRD1,0.402274155138699,3.40917858178804e-07,0.825
Female,yellow,0.556,up in RA,TRUE,IKBIP,0.514668700230182,1.37554166577283e-06,0.823
Female,yellow,0.556,up in RA,TRUE,IL18,0.33466961055195,6.38247118194606e-06,0.416
Female,yellow,0.556,up in RA,TRUE,IL18R1,0.424261983225626,9.00448303095422e-05,0.646
Female,yellow,0.556,up in RA,TRUE,ING1,0.12319148229562,0.00655037647596144,0.564
Female,yellow,0.556,up in RA,TRUE,ING2,0.204511991043583,0.00019114947180539,0.536
Female,yellow,0.556,up in RA,TRUE,INTS12,0.105024660427591,0.00135968673603971,0.436
Female,yellow,0.556,up in RA,TRUE,IQGAP2,0.243382523415721,3.62987187805504e-05,0.659
Female,yellow,0.556,up in RA,TRUE,IRAK3,0.497687307843546,8.93981348555828e-08,0.802
Female,yellow,0.556,up in RA,TRUE,IVNS1ABP,0.202789517381642,2.86859752643865e-07,0.723
Female,yellow,0.556,up in RA,TRUE,JAG1,0.377328762523176,5.26354205740844e-06,0.751
Female,yellow,0.556,up in RA,TRUE,JAK2,0.511183960369767,7.49639970924528e-10,0.86
Female,yellow,0.556,up in RA,TRUE,JKAMP,0.228363327621365,4.94151390755434e-07,0.795
Female,yellow,0.556,up in RA,TRUE,KBTBD7,0.368310156247459,4.15692866275472e-06,0.786
Female,yellow,0.556,up in RA,TRUE,KCNJ2,0.165546468894545,0.0124225246202199,0.635
Female,yellow,0.556,up in RA,TRUE,KCTD12,0.169640806214239,0.00323951644653108,0.647
Female,yellow,0.556,up in RA,TRUE,KDM3A,0.1246476966709,0.00386776813007276,0.712
Female,yellow,0.556,up in RA,TRUE,KDM6A,0.181666887083423,2.34025896721761e-06,0.625
Female,yellow,0.556,up in RA,TRUE,KIAA1033,0.204405115215454,0.000150801371024422,0.578
Female,yellow,0.556,up in RA,TRUE,KIAA1109,0.288861644307266,1.11672872950628e-07,0.834
Female,yellow,0.556,up in RA,TRUE,KIAA1468,0.370696040590368,6.57132423649211e-08,0.847
Female,yellow,0.556,up in RA,TRUE,KIAA1841,0.224921663282459,0.000237751884783525,0.486
Female,yellow,0.556,up in RA,TRUE,KIDINS220,0.206034568661307,0.000307016639253951,0.777
Female,yellow,0.556,up in RA,TRUE,KIF27,0.172306719675208,0.00951608662001265,0.521
Female,yellow,0.556,up in RA,TRUE,KIN,0.337546518572845,1.85546574497929e-08,0.657
Female,yellow,0.556,up in RA,TRUE,KL,0.356320879631062,2.92878470786967e-05,0.493
Female,yellow,0.556,up in RA,TRUE,KLF3,0.200827826817816,2.4001393186437e-06,0.821
Female,yellow,0.556,up in RA,TRUE,KLHL12,0.113613131915705,0.000760988362986016,0.525
Female,yellow,0.556,up in RA,TRUE,KLHL2,0.525419194030762,6.60956556554907e-08,0.921
Female,yellow,0.556,up in RA,TRUE,KLHL5,0.141701491345084,0.0145164345353125,0.671
Female,yellow,0.556,up in RA,TRUE,KRAS,0.15405954341063,6.04138795786465e-07,0.729
Female,yellow,0.556,up in RA,TRUE,KRCC1,0.443229095824648,7.38835163388317e-09,0.789
Female,yellow,0.556,up in RA,TRUE,KYNU,0.422020867954346,8.11778292099379e-07,0.381
Female,yellow,0.556,up in RA,TRUE,LAMP2,0.113311695961236,0.00359052070709665,0.656
Female,yellow,0.556,up in RA,TRUE,LATS2,0.224048648151454,1.592511309852e-05,0.56
Female,yellow,0.556,up in RA,TRUE,LBR,0.211943551865146,4.25560379823274e-08,0.894
Female,yellow,0.556,up in RA,TRUE,LMBRD1,0.25012742316821,4.44960363392178e-08,0.81
Female,yellow,0.556,up in RA,TRUE,LONRF1,0.34500461938824,4.4070658625326e-07,0.881
Female,yellow,0.556,up in RA,TRUE,LPAR1,0.219674113059775,0.0454023772673081,0.413
Female,yellow,0.556,up in RA,TRUE,LPCAT2,0.325504224185342,0.000128509892668179,0.737
Female,yellow,0.556,up in RA,TRUE,LPGAT1,0.307140849678747,1.09763745641662e-09,0.915
Female,yellow,0.556,up in RA,TRUE,LRMP,0.182129468816022,4.5379261958194e-05,0.745
Female,yellow,0.556,up in RA,TRUE,LRRK2,0.305425071784959,1.75030846421408e-08,0.859
Female,yellow,0.556,up in RA,TRUE,LXN,0.374310519366234,1.66390392905412e-06,0.744
Female,yellow,0.556,up in RA,TRUE,LY96,0.916756733564953,6.66389948741259e-09,0.866
Female,yellow,0.556,up in RA,TRUE,LYRM1,0.135773174211716,0.000336174279717548,0.566
Female,yellow,0.556,up in RA,TRUE,LYSMD3,0.461996936153126,6.66389948741259e-09,0.853
Female,yellow,0.556,up in RA,TRUE,LYST,0.204625156278153,8.56308319522406e-06,0.818
Female,yellow,0.556,up in RA,TRUE,MAN1A1,0.337138885481632,1.12803979500081e-05,0.747
Female,yellow,0.556,up in RA,TRUE,MAPK1,0.103722789051897,0.00733130446645916,0.673
